jd_text,cv_text,score,type
"Seeking an AI/Data Engineer Intern with foundational skills in Python, Java, C#, and Kotlin. Proficiency with TensorFlow, Keras, PyTorch, PySpark, OpenCV, YOLOv5, YOLOv8, and DeepSORT is required. This Intern role involves assisting with data pipeline development, machine learning model implementation, and computer vision tasks. An ideal candidate is eager to learn and contribute to cutting-edge AI projects.","Role: AI/Data Engineer Intern (Intern). Skills: Python, Java, C#, Kotlin, TensorFlow, Keras, PyTorch, PySpark, OpenCV, YOLOv5, YOLOv8, DeepSORT.",1.0,Positive
"Seeking a Software Engineer Intern. Develop robust applications using C++, Java, and Python. Contribute to frontend with JavaScript and HTML. Familiarity with C#, XML, and a passion for learning Go, Rust, and React is essential. Gain hands-on experience in a dynamic development environment.","Role: Software Engineer Intern (Intern). Skills: C, C++, C#, Dart, Hack, HTML, Java, JavaScript, Kotlin, PHP, Python, Swift, XML.",0.6,Partial
"Exciting Fresher Game Developer role! Utilize Unity for game creation and contribute to innovative projects. Proficiency in C# is a plus. We seek candidates passionate about learning Unreal Engine, C++, and applying strong game design principles. Join our creative team!","Role: Game Developer (Fresher). Skills: C#, Unity.",0.6,Partial
"Intern/Fresher Network Engineer wanted! Work with network automation using Python and C. Contribute to system configurations and troubleshooting. Experience with PowerShell, Cisco devices, and a keen interest in Azure cloud networking are valuable. Learn and grow in a dynamic infrastructure team.","Role: Network Engineer/Specialist (Intern/Fresher). Skills: C, Python, Java.",0.6,Partial
"Junior Backend Developer sought! Build robust APIs using PHP, Java (Spring Boot), and C#. Develop web interfaces with JavaScript, HTML, CSS, and Laravel. Experience with Bootstrap is beneficial. Passionate about learning Go, Node.js, and Docker for scalable solutions. Collaborate on exciting projects!","Role: Backend Developer (Junior). Skills: PHP, JavaScript, HTML5, SCSS, CSS3, Java, C#, WordPress, ACF Pro, WPBakery, Elementor, jQuery, Spring Boot, JSP, ASP .NET Core MVC, Laravel, Bootstrap, Laravel Sanctum.",0.6,Partial
"AI/Data Engineer Intern position open! Utilize Python for data processing and machine learning with TensorFlow, PyTorch, and PySpark. Familiarity with Java and OpenCV is a plus. Eager to learn Scala, AWS Sagemaker, and SQL for advanced data solutions. Join our innovative AI team.","Role: AI/Data Engineer Intern (Intern). Skills: Python, Java, C#, Kotlin, TensorFlow, Keras, PyTorch, PySpark, OpenCV, YOLOv5, YOLOv8, DeepSORT.",0.6,Partial
"Seeking a visionary Senior Software Engineering Lead (7+ years). Lead projects using C, C++, C#, Java, Python, JavaScript, PHP, Swift, Kotlin, Dart, HTML, XML. Drive architectural decisions, mentor teams, and deliver robust solutions. Proven track record in large-scale development required for this critical role.","Role: Software Engineer Intern (Intern). Skills: C, C++, C#, Dart, Hack, HTML, Java, JavaScript, Kotlin, PHP, Python, Swift, XML.",0.2,Seniority_Mismatch
"We require an experienced Senior Game Development Manager (7+ years) to lead our innovative projects. Must possess deep expertise in C# and Unity, guiding development from concept to launch. Drive team performance, manage project timelines, and ensure exceptional game quality. Leadership experience is non-negotiable.","Role: Game Developer (Fresher). Skills: C#, Unity.",0.2,Seniority_Mismatch
"We need a Principal Network Architecture Lead (7+ years) to design and manage complex network infrastructures. Must be highly proficient in C, Python, and Java for developing scalable network solutions. Oversee system architecture, mentor engineering teams, and ensure network stability and security.","Role: Network Engineer/Specialist (Intern/Fresher). Skills: C, Python, Java.",0.2,Seniority_Mismatch
"Lead Backend Architect (7+ years) needed. Design and implement robust backend solutions using PHP, JavaScript, Java, C#, Spring Boot, Laravel, ASP .NET Core MVC. Expertise in WordPress, jQuery, Bootstrap essential. Drive technical vision, mentor engineers, and ensure high-performance, scalable systems.","Role: Backend Developer (Junior). Skills: PHP, JavaScript, HTML5, SCSS, CSS3, Java, C#, WordPress, ACF Pro, WPBakery, Elementor, jQuery, Spring Boot, JSP, ASP .NET Core MVC, Laravel, Bootstrap, Laravel Sanctum.",0.2,Seniority_Mismatch
"Principal AI/Machine Learning Engineer (7+ years) sought to lead advanced AI initiatives. Expertise in Python, Java, C#, Kotlin with TensorFlow, Keras, PyTorch, PySpark, OpenCV, YOLO. Architect and deploy cutting-edge ML models, mentor junior AI engineers, and drive project success.","Role: AI/Data Engineer Intern (Intern). Skills: Python, Java, C#, Kotlin, TensorFlow, Keras, PyTorch, PySpark, OpenCV, YOLOv5, YOLOv8, DeepSORT.",0.2,Seniority_Mismatch
"We're seeking a Cloud Infrastructure Engineer Intern to assist in deploying and managing scalable cloud solutions. The role involves working with Terraform, Ansible, Docker, and Kubernetes within AWS environments. Experience with CI/CD pipelines, SRE practices, and network automation is highly valued. Join our team to build robust, fault-tolerant systems.","Role: Software Engineer Intern (Intern). Skills: C, C++, C#, Dart, Hack, HTML, Java, JavaScript, Kotlin, PHP, Python, Swift, XML.",0.1,Tech_Mismatch
"Seeking a highly analytical Fresher Quantitative Analyst to develop complex financial models and statistical algorithms. Responsibilities include data analysis, backtesting strategies, and implementing predictive models using R, MATLAB, and Python. Solid understanding of stochastic calculus and financial markets is crucial. Join our team to drive market insights.","Role: Game Developer (Fresher). Skills: C#, Unity.",0.1,Tech_Mismatch
"We're hiring a Fresher iOS Mobile App Developer to build intuitive and high-performance applications. The ideal candidate will have strong command of Swift, SwiftUI, and UIKit, with experience in Xcode. Knowledge of RESTful API integration, Core Data, and MVVM architectural patterns is essential. Join us to craft engaging user experiences on Apple devices.","Role: Network Engineer/Specialist (Intern/Fresher). Skills: C, Python, Java.",0.1,Tech_Mismatch
"Seeking a Junior Embedded Firmware Engineer to develop and debug robust firmware for IoT devices. Key responsibilities include low-level C/C++ programming for microcontrollers (ARM Cortex), RTOS integration, and hardware interface development (SPI, I2C). Experience with JTAG/SWD debugging tools and schematic comprehension is required. Join our innovative hardware team.","Role: Backend Developer (Junior). Skills: PHP, JavaScript, HTML5, SCSS, CSS3, Java, C#, WordPress, ACF Pro, WPBakery, Elementor, jQuery, Spring Boot, JSP, ASP .NET Core MVC, Laravel, Bootstrap, Laravel Sanctum.",0.1,Tech_Mismatch
"We are looking for a Frontend Web Developer Intern passionate about creating intuitive user interfaces. The role involves developing responsive web applications using React.js, TypeScript, HTML5, and CSS3. Experience with modern JavaScript (ES6+), RESTful API integration, and version control (Git) is essential. Join our team to build engaging digital experiences.","Role: AI/Data Engineer Intern (Intern). Skills: Python, Java, C#, Kotlin, TensorFlow, Keras, PyTorch, PySpark, OpenCV, YOLOv5, YOLOv8, DeepSORT.",0.1,Tech_Mismatch
"We are hiring an Intern/Fresher Software Engineer. Proficient in Java, Python, Dart, C#, C, JavaScript, Express.js, Bootstrap, HTML, CSS, Tailwind CSS, ReactJS, Node.js, Flutter, XML. Develop, test, and maintain applications. Strong problem-solving skills and eagerness to learn are essential for this role. Join our innovative team.","Role: Software Engineer (Intern/Fresher). Skills: Java, Python, Dart, C#, C, JavaScript, Express.js, Bootstrap, HTML, CSS, Tailwind CSS, ReactJS, Node.js, Flutter, XML.",1.0,Positive
"Hiring an Intern AI Engineer. Required skills: Python, PyTorch, Scikit-learn, NumPy, Pandas, OpenCV, Ultralytics YOLOv8, TorchText, Matplotlib, FlagEmbedding, Rank BM25. Develop and implement AI/ML models. Contribute to cutting-edge research and data analysis projects. Strong problem-solving abilities and eagerness to learn are essential. Join our innovative team.","Role: AI Engineer Intern (Intern). Skills: Python, PyTorch, Scikit-learn, NumPy, Pandas, OpenCV, Ultralytics YOLOv8, TorchText, Matplotlib, FlagEmbedding, Rank BM25.",1.0,Positive
"Seeking an Intern Network Security Engineer. Proficient in Python, Bash, Assembly, C, C++, SQL, PHP. This role involves assisting with network vulnerability assessments and security system monitoring. Ideal candidate possesses strong problem-solving skills, foundational knowledge of cybersecurity principles, and enthusiasm for protecting critical infrastructure. Join our security team.","Role: Network Security Engineer (Intern). Skills: Python, Bash, Assembly, C, C++, SQL, PHP.",1.0,Positive
"Seeking Intern/Fresher AI Engineer. Skills: Python, Java, JavaScript, SQL, TensorFlow, PyTorch, Scikit-learn, Keras, HuggingFace Transformers, Pandas, NumPy, Matplotlib, Seaborn, Streamlit, FastAPI, XGBoost, Random Forest, Linear Regression, Decision Tree, Heapq. Develop and deploy advanced AI models, perform data analysis. Strong problem-solving, passion for AI are essential. Join us.","Role: AI Engineer (Intern/Fresher). Skills: Python, Java, JavaScript, SQL, TensorFlow, PyTorch, Scikit-learn, Keras, HuggingFace Transformers, Pandas, NumPy, Matplotlib, Seaborn, Streamlit, FastAPI, XGBoost, Random Forest, Linear Regression, Decision Tree, Heapq.",1.0,Positive
"Hiring an Intern/Fresher Software Developer. Required skills: Python, SQL, JavaScript, Java, C#, Node.js, PySpark. You will develop, test, and deploy software applications across various projects. Candidates should possess foundational programming knowledge, strong problem-solving abilities, and an eagerness to learn in our dynamic development environment. Join our team.","Role: Software Developer (Intern/Fresher). Skills: Python, SQL, JavaScript, Java, C#, Node.js, PySpark.",1.0,Positive
"Seeking an Intern/Fresher Software Engineer. Develop scalable applications using Java, Python, JavaScript, ReactJS, and Node.js. Contribute to front-end and back-end projects. Familiarity with Flutter is beneficial. Experience with Go, Docker, and Azure cloud platforms is required. Join our innovative team!","Role: Software Engineer (Intern/Fresher). Skills: Java, Python, Dart, C#, C, JavaScript, Express.js, Bootstrap, HTML, CSS, Tailwind CSS, ReactJS, Node.js, Flutter, XML.",0.6,Partial
"We're hiring an AI Engineer Intern. Contribute to ML projects using Python, PyTorch, Scikit-learn, NumPy, and Pandas. Experience with OpenCV is a plus. Strong understanding of TensorFlow, MLOps, and R is required. Join our team to develop innovative AI solutions.","Role: AI Engineer Intern (Intern). Skills: Python, PyTorch, Scikit-learn, NumPy, Pandas, OpenCV, Ultralytics YOLOv8, TorchText, Matplotlib, FlagEmbedding, Rank BM25.",0.6,Partial
"We're hiring an Intern Network Security Engineer. Use Python, Bash, and C for scripting and vulnerability analysis. SQL knowledge is a plus. Required skills include Kali Linux for penetration testing, experience with SIEM tools, and AWS Security. Help us secure critical infrastructure.","Role: Network Security Engineer (Intern). Skills: Python, Bash, Assembly, C, C++, SQL, PHP.",0.6,Partial
"Intern/Fresher AI Engineer needed. Build ML models using Python, SQL, TensorFlow, PyTorch, Scikit-learn, Pandas, and NumPy. Streamlit/FastAPI experience is a plus. Must have MLOps, Docker, and Azure AI knowledge. Contribute to innovative AI solutions and deployment strategies with our team.","Role: AI Engineer (Intern/Fresher). Skills: Python, Java, JavaScript, SQL, TensorFlow, PyTorch, Scikit-learn, Keras, HuggingFace Transformers, Pandas, NumPy, Matplotlib, Seaborn, Streamlit, FastAPI, XGBoost, Random Forest, Linear Regression, Decision Tree, Heapq.",0.6,Partial
"We're hiring an Intern/Fresher Software Developer. Develop applications using Python, SQL, JavaScript, Java, and Node.js. C# knowledge is a plus. Required: Go for backend development, AWS cloud services, and Docker for containerization. Join our team to build scalable software solutions.","Role: Software Developer (Intern/Fresher). Skills: Python, SQL, JavaScript, Java, C#, Node.js, PySpark.",0.6,Partial
"Seeking a Senior Software Engineering Lead with 7+ years experience. Drive architectural design and mentor teams using Java, Python, JavaScript, ReactJS, Node.js, and Flutter. Expert in C#, HTML/CSS, and Express.js for complex full-stack solutions. Lead high-impact projects from conception to deployment. Strong leadership skills essential.","Role: Software Engineer (Intern/Fresher). Skills: Java, Python, Dart, C#, C, JavaScript, Express.js, Bootstrap, HTML, CSS, Tailwind CSS, ReactJS, Node.js, Flutter, XML.",0.2,Seniority_Mismatch
"Hiring a Senior AI Engineering Manager with 7+ years experience. Lead deep learning initiatives using Python, PyTorch, Scikit-learn, and OpenCV. Oversee development of models with Ultralytics YOLOv8, TorchText, and FlagEmbedding. Drive innovative solutions, mentor junior engineers, and manage project lifecycle using NumPy and Pandas.","Role: AI Engineer Intern (Intern). Skills: Python, PyTorch, Scikit-learn, NumPy, Pandas, OpenCV, Ultralytics YOLOv8, TorchText, Matplotlib, FlagEmbedding, Rank BM25.",0.2,Seniority_Mismatch
"Seeking a Senior Network Security Lead with 7+ years experience. Lead and implement advanced security protocols. Expertise in Python, Bash, Assembly, C, C++, and SQL required for robust system protection. Drive architectural decisions, manage security audits, and mentor a team of engineers. Strong leadership and technical depth essential.","Role: Network Security Engineer (Intern). Skills: Python, Bash, Assembly, C, C++, SQL, PHP.",0.2,Seniority_Mismatch
"We need a Senior AI Engineering Manager with 7+ years experience. Lead strategic AI initiatives using Python, Java, JavaScript, and SQL. Drive model development with TensorFlow, PyTorch, Keras, and HuggingFace Transformers. Guide advanced analytics with Pandas, NumPy, Matplotlib, and implement solutions with FastAPI, XGBoost. Exceptional leadership required.","Role: AI Engineer (Intern/Fresher). Skills: Python, Java, JavaScript, SQL, TensorFlow, PyTorch, Scikit-learn, Keras, HuggingFace Transformers, Pandas, NumPy, Matplotlib, Seaborn, Streamlit, FastAPI, XGBoost, Random Forest, Linear Regression, Decision Tree, Heapq.",0.2,Seniority_Mismatch
"Hiring a Senior Software Development Lead with 7+ years experience. Drive critical projects using Python, Java, JavaScript, C#, and Node.js. Architect scalable solutions and mentor development teams. Expertise in SQL and PySpark for data-intensive applications. Lead code reviews, enforce best practices, and ensure high-quality software delivery.","Role: Software Developer (Intern/Fresher). Skills: Python, SQL, JavaScript, Java, C#, Node.js, PySpark.",0.2,Seniority_Mismatch
"Seeking an enthusiastic Embedded Software Engineer Intern to develop firmware for cutting-edge IoT devices. You'll contribute to hardware abstraction layers, work with RTOS, and implement communication protocols like SPI/I2C. Proficiency in embedded C/C++, debugging tools, and understanding microcontroller architectures is essential for this exciting opportunity.","Role: Software Engineer (Intern/Fresher). Skills: Java, Python, Dart, C#, C, JavaScript, Express.js, Bootstrap, HTML, CSS, Tailwind CSS, ReactJS, Node.js, Flutter, XML.",0.1,Tech_Mismatch
"Seeking a motivated Frontend Web Developer Intern to build captivating user interfaces. You will develop responsive web applications using modern JavaScript frameworks like React or Angular, ensuring cross-browser compatibility. Strong command of HTML5, CSS3, ES6+ JavaScript, and a passion for UI/UX design are crucial for this role.","Role: AI Engineer Intern (Intern). Skills: Python, PyTorch, Scikit-learn, NumPy, Pandas, OpenCV, Ultralytics YOLOv8, TorchText, Matplotlib, FlagEmbedding, Rank BM25.",0.1,Tech_Mismatch
"We're looking for a Cloud DevOps Intern to help automate our infrastructure and deployment pipelines. Responsibilities include building CI/CD workflows, managing containerized applications with Docker and Kubernetes, and optimizing cloud resources (AWS/Azure). Familiarity with infrastructure-as-code (Terraform) and Linux administration is highly valued.","Role: Network Security Engineer (Intern). Skills: Python, Bash, Assembly, C, C++, SQL, PHP.",0.1,Tech_Mismatch
"Seeking an enthusiastic iOS Mobile Developer Intern to build innovative applications for Apple's ecosystem. You will develop features using Swift and SwiftUI/UIKit, integrate RESTful APIs, and ensure optimal user experience. Experience with Xcode, version control, and a strong passion for mobile app development are key.","Role: AI Engineer (Intern/Fresher). Skills: Python, Java, JavaScript, SQL, TensorFlow, PyTorch, Scikit-learn, Keras, HuggingFace Transformers, Pandas, NumPy, Matplotlib, Seaborn, Streamlit, FastAPI, XGBoost, Random Forest, Linear Regression, Decision Tree, Heapq.",0.1,Tech_Mismatch
"We are seeking an FPGA Design Intern to contribute to our hardware acceleration projects. You'll work with Verilog/VHDL for RTL design, conduct simulations, and assist with FPGA synthesis and implementation. A solid understanding of digital logic, embedded systems concepts, and experience with Vivado or Quartus tools is essential.","Role: Software Developer (Intern/Fresher). Skills: Python, SQL, JavaScript, Java, C#, Node.js, PySpark.",0.1,Tech_Mismatch
"Seeking an Intern Software Engineer proficient in HTML, CSS, Javascript, Nodejs, PHP, Python, Java, Kotlin, Flutter, and Android SDK. You'll develop web and mobile applications, contributing to diverse projects. This role offers practical experience, enhancing your skills across multiple technologies. Join our team to innovate and grow professionally, making a tangible impact.","Role: Software Engineer (Intern). Skills: HTML, CSS, Javascript, Nodejs, PHP, Python, Java, Kotlin, Flutter, Android SDK.",1.0,Positive
"Seeking an Intern/Fresher Cybersecurity Engineer skilled in Node.js, Android Java, Python, Express.js, Flutter, and .NET. You will secure applications and systems, identifying vulnerabilities and implementing robust security measures. This role offers hands-on experience in diverse technologies, contributing to a secure digital environment and professional growth.","Role: Cybersecurity Engineer (Intern/Fresher). Skills: Node.js, Android Java, Python, Express.js, Flutter, .NET.",1.0,Positive
"Seeking an Intern/Fresher AI Engineer / Backend Developer skilled in Java, Python, Kotlin, SQL, Spring Boot, PyTorch, TensorFlow, LangChain, FastAPI, Hugging Face Transformers, PyQt5. You'll develop AI models and robust backend systems. This role offers experience in cutting-edge technologies, contributing to innovative solutions and enhancing your development expertise.","Role: AI Engineer / Backend Developer (Intern/Fresher). Skills: Java, Python, Kotlin, SQL, Spring Boot, PyTorch, TensorFlow, LangChain, FastAPI, Hugging Face Transformers, PyQt5.",1.0,Positive
"We are seeking an enthusiastic Software Engineer Intern. Ideal candidates will have foundational experience in JavaScript, Node.js, Python, Java, and Flutter. You'll contribute to our web and mobile projects. Experience with Go, SQL databases, and containerization technologies like Docker is a plus. Join us to develop impactful solutions!","Role: Software Engineer (Intern). Skills: HTML, CSS, Javascript, Nodejs, PHP, Python, Java, Kotlin, Flutter, Android SDK.",0.6,Partial
"Seeking an Intern/Fresher Cybersecurity Engineer with scripting knowledge in Python, Node.js, or .NET for developing security tools. Candidates should understand basic network security principles and have an an interest in SIEM tools and cloud security platforms like AWS Security. This role offers hands-on experience in safeguarding our infrastructure.","Role: Cybersecurity Engineer (Intern/Fresher). Skills: Node.js, Android Java, Python, Express.js, Flutter, .NET.",0.6,Partial
"We're looking for an Intern/Fresher AI Engineer / Backend Developer proficient in Python, Java, SQL, FastAPI, and AI frameworks like PyTorch or TensorFlow, including LangChain. You'll build and deploy intelligent backend services. Experience with Go, Kubernetes, or cloud AI services like Azure ML is a strong plus. Drive innovation with us!","Role: AI Engineer / Backend Developer (Intern/Fresher). Skills: Java, Python, Kotlin, SQL, Spring Boot, PyTorch, TensorFlow, LangChain, FastAPI, Hugging Face Transformers, PyQt5.",0.6,Partial
"Seeking a visionary Senior Engineering Manager with 7+ years leading full-stack teams. Drive complex projects using HTML, CSS, JavaScript, Node.js, PHP, Python, Java, Kotlin, and Flutter with Android SDK expertise. Mentor engineers, set strategic technical direction, and ensure scalable software solutions across diverse platforms. Lead architectural design.","Role: Software Engineer (Intern). Skills: HTML, CSS, Javascript, Nodejs, PHP, Python, Java, Kotlin, Flutter, Android SDK.",0.2,Seniority_Mismatch
"Hiring a Senior Cybersecurity Lead with 7+ years experience. Architect and implement robust security solutions across Node.js, Android Java, Python, Express.js, Flutter, and .NET ecosystems. Lead threat modeling, vulnerability assessments, and incident response. Drive security best practices, manage a team, and shape our enterprise-wide cyber strategy.","Role: Cybersecurity Engineer (Intern/Fresher). Skills: Node.js, Android Java, Python, Express.js, Flutter, .NET.",0.2,Seniority_Mismatch
"We seek a Senior AI/Backend Engineering Director with 7+ years' experience. Lead advanced AI and backend development utilizing Java, Python, Kotlin, SQL, Spring Boot, PyTorch, TensorFlow, LangChain, FastAPI, and Hugging Face Transformers. Architect scalable solutions, manage large teams, and drive innovation in AI/ML products. Strategic leadership required.","Role: AI Engineer / Backend Developer (Intern/Fresher). Skills: Java, Python, Kotlin, SQL, Spring Boot, PyTorch, TensorFlow, LangChain, FastAPI, Hugging Face Transformers, PyQt5.",0.2,Seniority_Mismatch
"Embedded Firmware Intern: We seek a bright intern to assist in developing and testing firmware for our next-generation IoT devices. Work with C/C++, RTOS, and various microcontrollers. Gain hands-on experience in low-level programming and hardware interaction. Strong problem-solving skills are a plus.","Role: Software Engineer (Intern). Skills: HTML, CSS, Javascript, Nodejs, PHP, Python, Java, Kotlin, Flutter, Android SDK.",0.1,Tech_Mismatch
"Junior Game Developer: Join our team to create immersive gaming experiences. Develop game mechanics and features using C# within Unity or Unreal Engine. Experience with 3D graphics, physics engines, and game AI is highly valued. A passion for gaming and collaborative development is essential.","Role: Cybersecurity Engineer (Intern/Fresher). Skills: Node.js, Android Java, Python, Express.js, Flutter, .NET.",0.1,Tech_Mismatch
"Junior Frontend Developer: We're seeking a talented developer to build intuitive user interfaces. Responsibilities include creating responsive web applications using React, TypeScript, and modern CSS frameworks like Tailwind. Collaborate closely with designers to implement pixel-perfect UIs and enhance user experience.","Role: AI Engineer / Backend Developer (Intern/Fresher). Skills: Java, Python, Kotlin, SQL, Spring Boot, PyTorch, TensorFlow, LangChain, FastAPI, Hugging Face Transformers, PyQt5.",0.1,Tech_Mismatch
